Id,SalePrice
1461,120120.6634
1462,152032.8151
1463,174355.5194
1464,188058.4862
1465,194993.88
1466,176086.605
1467,178310.0387
1468,168334.9556
1469,185283.095
1470,121527.1604
1471,186733.7443
1472,98428.7705
1473,96603.32326
1474,148102.2484
1475,122683.0364
1476,360594.1855
1477,246379.4151
1478,300232.6379
1479,283320.3753
1480,476194.4669
1481,311665.9311
1482,211872.3515
1483,175229.6174
1484,171006.8715
1485,189038.4795
1486,195316.1993
1487,325254.0523
1488,234387.4148
1489,197906.5767
1490,218051.9155
1491,191248.7237
1492,90594.39707
1493,188331.2571
1494,295988.0278
1495,284543.1894
1496,231309.1032
1497,179667.9832
1498,166226.2191
1499,159307.031
1500,159352.0787
1501,172524.476
1502,156246.5002
1503,281988.8617
1504,238784.1251
1505,221809.7312
1506,182169.7196
1507,234385.9926
1508,196029.358
1509,158761.0881
1510,149017.0267
1511,153539.0062
1512,168793.1668
1513,146614.7153
1514,153160.6043
1515,185057.7295
1516,155958.5874
1517,157337.294
1518,129251.931
1519,214024.1383
1520,133274.3533
1521,134291.0645
1522,168779.3173
1523,114033.038
1524,121399.1219
1525,121100.5771
1526,119021.4562
1527,103747.044
1528,130311.3091
1529,148605.9576
1530,187393.1751
1531,124245.9114
1532,100974.473
1533,145121.0289
1534,117644.3043
1535,140797.7809
1536,113128.8557
1537,67444.68453
1538,157046.9041
1539,198684.8669
1540,102407.8387
1541,142708.385
1542,137949.5443
1543,187799.7
1544,84861.23213
1545,109260.6556
1546,133773.995
1547,133828.2365
1548,136554.3461
1549,117810.1013
1550,138508.2548
1551,109342.4852
1552,142854.6689
1553,141764.9569
1554,122756.5387
1555,156894.0883
1556,90641.42796
1557,104848.9384
1558,96623.54806
1559,89721.19239
1560,137373.6754
1561,126030.5666
1562,131431.5137
1563,123346.3288
1564,155428.2947
1565,149040.461
1566,228009.9245
1567,77602.72657
1568,230602.0422
1569,133361.5585
1570,134533.2693
1571,120703.2805
1572,139132.4939
1573,223366.2659
1574,117080.582
1575,219316.5586
1576,234863.7626
1577,195339.325
1578,145358.1786
1579,139998.7486
1580,193200.4685
1581,149050.337
1582,129919.2516
1583,302489.9679
1584,229335.9669
1585,140091.9452
1586,72146.57271
1587,107824.8252
1588,149645.8724
1589,95532.27863
1590,131993.5062
1591,99480.07347
1592,114177.5277
1593,124709.165
1594,129108.6345
1595,113267.2853
1596,216468.0896
1597,178369.0171
1598,204806.8516
1599,177589.0877
1600,176643.3804
1601,72557.1929
1602,111279.0958
1603,82895.67304
1604,267138.6739
1605,245439.3565
1606,168609.5641
1607,168280.9599
1608,221395.5639
1609,189534.9501
1610,155062.5519
1611,144533.0885
1612,168559.1451
1613,169344.0596
1614,123674.71
1615,88654.78715
1616,80019.29558
1617,90719.48078
1618,130207.612
1619,139565.6372
1620,165261.1265
1621,135573.4048
1622,150115.641
1623,269527.8504
1624,207351.8337
1625,123022.8089
1626,171824.4827
1627,185926.7633
1628,276909.7376
1629,180494.3031
1630,328922.3592
1631,219155.7614
1632,237812.1434
1633,180970.6875
1634,187095.1336
1635,177376.3614
1636,158641.373
1637,187175.7656
1638,191380.978
1639,183104.3049
1640,246779.2291
1641,178532.2042
1642,235197.8195
1643,220597.5902
1644,232942.8223
1645,192093.2462
1646,161712.1293
1647,160543.745
1648,136652.1068
1649,142156.146
1650,119976.3729
1651,123091.368
1652,98357.45727
1653,101636.6725
1654,151034.2057
1655,144477.2907
1656,144386.478
1657,151761.3215
1658,152500.2739
1659,131445.8933
1660,153970.9721
1661,427977.1033
1662,378489.6734
1663,362632.6942
1664,451240.7917
1665,306211.4409
1666,318064.9557
1667,353816.302
1668,340511.3267
1669,308307.4212
1670,338509.8319
1671,258534.0458
1672,440660.1715
1673,294493.5308
1674,249118.3943
1675,193442.6538
1676,194099.1667
1677,214273.9723
1678,444663.9307
1679,385721.8352
1680,312472.7547
1681,251465.5467
1682,308214.5436
1683,191406.8176
1684,175896.0031
1685,175047.3417
1686,173392.0016
1687,173829.2288
1688,188736.951
