Id,SalePrice
1461,126686.2893
1462,154982.2954
1463,178211.7116
1464,181390.6865
1465,192627.7063
1466,183287.0269
1467,172286.6088
1468,173989.1724
1469,182488.5283
1470,120855.3296
1471,200749.5005
1472,94559.6638
1473,97066.41709
1474,152101.7232
1475,129205.0768
1476,376920.0641
1477,246886.6134
1478,298853.7125
1479,265399.5271
1480,463572.1122
1481,300576.4982
1482,204804.904
1483,179484.783
1484,171255.1067
1485,173757.8858
1486,199274.0336
1487,312306.8398
1488,231220.7961
1489,208775.0407
1490,200554.5558
1491,190085.2327
1492,94924.55492
1493,178304.3234
1494,301577.0194
1495,291873.2532
1496,226269.6339
1497,186766.0723
1498,154074.5288
1499,152440.9296
1500,157662.5216
1501,173174.4667
1502,158200.502
1503,283082.9564
1504,227812.7392
1505,214087.2786
1506,175240.1169
1507,231177.3691
1508,198201.5883
1509,160668.6394
1510,151630.3243
1511,152254.6843
1512,167342.191
1513,145318.7226
1514,159946.5717
1515,185733.4814
1516,160525.6794
1517,151363.8441
1518,129652.6154
1519,220324.8097
1520,140264.0373
1521,144950.2369
1522,162187.7146
1523,117546.9003
1524,122525.6493
1525,125596.1958
1526,127814.2232
1527,102688.3958
1528,127032.1865
1529,145587.0043
1530,166468.6939
1531,128365.6169
1532,105047.5423
1533,144071.7958
1534,112610.3791
1535,148789.4501
1536,119428.0502
1537,78188.15164
1538,164662.6388
1539,207351.474
1540,116968.1968
1541,145793.3473
1542,144421.692
1543,200842.4776
1544,80582.94682
1545,101454.1736
1546,122587.795
1547,135043.7429
1548,132539.9401
1549,109104.7684
1550,139387.3569
1551,116948.1927
1552,141089.209
1553,141732.6742
1554,117264.9827
1555,163639.5109
1556,91566.37065
1557,113511.4162
1558,87525.05457
1559,106240.8883
1560,146286.8374
1561,139021.6926
1562,128321.3115
1563,125354.1668
1564,158592.7342
1565,155494.0764
1566,220116.4161
1567,78667.99492
1568,219598.1449
1569,141043.8917
1570,128020.4656
1571,131864.3635
1572,143829.175
1573,229761.7786
1574,119744.0764
1575,207551.8882
1576,219620.0513
1577,205008.8187
1578,146010.1761
1579,141065.9478
1580,190887.5454
1581,137909.8644
1582,129095.3194
1583,321854.144
1584,238001.5114
1585,140439.2114
