,Id,SalePrice
0,1461,120120.66340680304
1,1462,152032.8150979153
2,1463,174355.51940567727
3,1464,188058.4862132191
4,1465,194993.87995759578
5,1466,176086.60496092212
6,1467,178310.0387011345
7,1468,168334.95558945433
8,1469,185283.09496320254
9,1470,121527.16035566795
10,1471,186733.744303489
11,1472,98428.77049799565
12,1473,96603.3232606179
13,1474,148102.24840662268
14,1475,122683.036393413
15,1476,360594.1855438285
16,1477,246379.41513314407
17,1478,300232.637918692
18,1479,283320.37526732194
19,1480,476194.46686685074
20,1481,311665.931082772
21,1482,211872.35154156067
22,1483,175229.61741720478
23,1484,171006.87146907247
24,1485,189038.47951681583
25,1486,195316.1993000424
26,1487,325254.05225919664
27,1488,234387.41478256235
28,1489,197906.57667731776
29,1490,218051.9154736537
30,1491,191248.72370394086
31,1492,90594.3970679185
32,1493,188331.25714956498
33,1494,295988.0277632798
34,1495,284543.18937496154
35,1496,231309.10318095988
36,1497,179667.98315241345
37,1498,166226.21905643365
38,1499,159307.03096127792
39,1500,159352.0786914776
40,1501,172524.47599580372
41,1502,156246.5002376106
42,1503,281988.86165645765
43,1504,238784.12507325152
44,1505,221809.7312207172
45,1506,182169.71959339737
46,1507,234385.99256080296
47,1508,196029.35801233316
48,1509,158761.08814713388
49,1510,149017.0266558261
50,1511,153539.00618669984
51,1512,168793.16676459985
52,1513,146614.71532017243
53,1514,153160.60427842604
54,1515,185057.7295241183
55,1516,155958.587353119
56,1517,157337.29398170952
57,1518,129251.93104925391
58,1519,214024.13834817428
59,1520,133274.35331731278
60,1521,134291.06449495832
61,1522,168779.31727348763
62,1523,114033.03804266575
63,1524,121399.12186035624
64,1525,121100.57712350127
65,1526,119021.4562018988
66,1527,103747.04403335479
67,1528,130311.30905786602
68,1529,148605.95755022636
69,1530,187393.17513241203
70,1531,124245.9113620123
71,1532,100974.47302871634
72,1533,145121.02892886024
73,1534,117644.3043067621
74,1535,140797.7808957068
75,1536,113128.85567562326
76,1537,67444.68452790348
77,1538,157046.90405618734
78,1539,198684.8669040756
79,1540,102407.83865550488
80,1541,142708.38497953056
81,1542,137949.54429999844
82,1543,187799.7000383038
83,1544,84861.23212793973
84,1545,109260.65561313444
85,1546,133773.9950447832
86,1547,133828.23647074553
87,1548,136554.3460633315
88,1549,117810.10132958315
89,1550,138508.25480722843
90,1551,109342.48520553947
91,1552,142854.6689399688
92,1553,141764.9568705198
93,1554,122756.53871402686
94,1555,156894.08830473473
95,1556,90641.42795596653
96,1557,104848.9383805044
97,1558,96623.54806125198
98,1559,89721.19239120782
99,1560,137373.67538558267
100,1561,126030.56664611722
101,1562,131431.51372837025
102,1563,123346.32882566666
103,1564,155428.2947097669
104,1565,149040.46095681586
105,1566,228009.92447853574
106,1567,77602.72656977747
107,1568,230602.04217926855
108,1569,133361.55847477587
109,1570,134533.2693097575
110,1571,120703.28051318646
111,1572,139132.4939193392
112,1573,223366.26591594235
113,1574,117080.58196150942
114,1575,219316.55860518798
115,1576,234863.76255846786
116,1577,195339.32495132464
117,1578,145358.17858655148
118,1579,139998.74862224484
119,1580,193200.46850301808
120,1581,149050.33700914658
121,1582,129919.25158586205
122,1583,302489.967924503
123,1584,229335.96694451058
124,1585,140091.94520451003
125,1586,72146.57271089448
126,1587,107824.82520527311
127,1588,149645.87236714194
128,1589,95532.27863264167
129,1590,131993.50615578511
130,1591,99480.07347157063
131,1592,114177.52771303346
132,1593,124709.16504209298
133,1594,129108.6344733386
134,1595,113267.28533082682
135,1596,216468.0895837883
136,1597,178369.01714351948
137,1598,204806.85160156892
138,1599,177589.08769580902
139,1600,176643.38037116057
140,1601,72557.1928994157
141,1602,111279.0958289405
142,1603,82895.67304301771
143,1604,267138.6739370872
144,1605,245439.3564732321
145,1606,168609.5640908091
146,1607,168280.9598776796
147,1608,221395.56387480017
148,1609,189534.95012821426
149,1610,155062.55194561806
150,1611,144533.08847495238
151,1612,168559.14511277253
152,1613,169344.0596152458
153,1614,123674.70997374406
154,1615,88654.78714927484
155,1616,80019.29558347503
156,1617,90719.48077628286
157,1618,130207.61196053866
158,1619,139565.6372323627
159,1620,165261.12654981622
160,1621,135573.40484272531
161,1622,150115.64104415724
162,1623,269527.8503756581
163,1624,207351.83371757745
164,1625,123022.80890450157
165,1626,171824.48274439384
166,1627,185926.76326130723
167,1628,276909.7375748706
168,1629,180494.3030733178
169,1630,328922.359158966
170,1631,219155.76142867235
171,1632,237812.1434322035
172,1633,180970.68751217402
173,1634,187095.13361305767
174,1635,177376.36141468285
175,1636,158641.37300128647
176,1637,187175.7655792209
177,1638,191380.97800440117
178,1639,183104.30491646106
179,1640,246779.22905234966
180,1641,178532.20423049634
181,1642,235197.81946249172
182,1643,220597.59024916563
183,1644,232942.82226826344
184,1645,192093.24622971064
185,1646,161712.12932945893
186,1647,160543.74498650065
187,1648,136652.1068261286
188,1649,142156.14603628317
189,1650,119976.37290064758
190,1651,123091.36797597696
191,1652,98357.45727427932
192,1653,101636.67249932545
193,1654,151034.20573237987
194,1655,144477.2906842217
195,1656,144386.47802618315
196,1657,151761.32152272027
197,1658,152500.27393119212
198,1659,131445.89332238672
199,1660,153970.97212847555
200,1661,427977.103291366
201,1662,378489.67335301253
202,1663,362632.69420588337
203,1664,451240.7917498781
204,1665,306211.44091868517
205,1666,318064.95570244663
206,1667,353816.3019560761
207,1668,340511.3267044287
208,1669,308307.42118665646
209,1670,338509.8318783904
210,1671,258534.04582920903
211,1672,440660.1714995794
212,1673,294493.5308332603
213,1674,249118.39430604107
214,1675,193442.65380515633
215,1676,194099.16665529652
216,1677,214273.97225022406
217,1678,444663.9306534362
218,1679,385721.8352165825
219,1680,312472.7547045903
220,1681,251465.54672782373
221,1682,308214.5435690941
222,1683,191406.81755442536
223,1684,175896.00312548815
224,1685,175047.34173861984
225,1686,173392.00159492437
226,1687,173829.22881870496
227,1688,188736.951000251
228,1689,192257.40127143508
229,1690,194009.90959111426
230,1691,186821.30310803256
231,1692,266766.0839037024
232,1693,174065.38083209976
233,1694,184861.82634503575
234,1695,174856.33381937857
235,1696,271596.28674544056
236,1697,177162.1294355036
237,1698,333297.4568692596
238,1699,330373.2095272926
239,1700,248329.32377082077
240,1701,263338.8454166493
241,1702,241217.6917202116
242,1703,246204.40264226892
243,1704,277280.6168632662
244,1705,240926.39856470574
245,1706,386027.14648372366
246,1707,213116.81734042853
247,1708,209354.50391120504
248,1709,266077.3701512591
249,1710,223436.7201290604
250,1711,276135.02874277544
251,1712,247561.14737423733
252,1713,263313.6181040945
253,1714,218094.1851540311
254,1715,206287.518636283
255,1716,181817.84095823512
256,1717,176509.02896968595
257,1718,134937.1446001783
258,1719,205675.33535127493
259,1720,239716.9041693366
260,1721,162188.04514900426
261,1722,123928.34483831325
262,1723,155150.64836790774
263,1724,205947.82845989612
264,1725,237222.82963427278
265,1726,188584.44012662655
266,1727,162595.78079537602
267,1728,181516.03203738196
268,1729,165967.72064806503
269,1730,157828.28020296613
270,1731,123630.5296473297
271,1732,130816.29941196615
272,1733,118197.49448693631
273,1734,127766.2605397992
274,1735,131123.0371867116
275,1736,113920.66599960858
276,1737,310908.3223509603
277,1738,233056.96065718657
278,1739,255800.29500875942
279,1740,203563.31173099577
280,1741,186920.77615523245
281,1742,170585.00629416457
282,1743,176970.5919508495
283,1744,303671.75259922806
284,1745,210793.86796421418
285,1746,219636.62877834868
286,1747,211908.56645969528
287,1748,215388.50763262113
288,1749,150789.5861176598
289,1750,131879.0663714189
290,1751,237178.07701125977
291,1752,121998.85082429348
292,1753,144908.3322400869
293,1754,196415.6554226565
294,1755,162457.7486119282
295,1756,128085.44293094952
296,1757,122125.53478185451
297,1758,148225.35450381413
298,1759,161409.15210760472
299,1760,163034.42967983146
300,1761,144859.76668422477
301,1762,179361.92825385075
302,1763,173550.61307105457
303,1764,118903.91610278646
304,1765,159802.67942779252
305,1766,183448.5185729629
306,1767,208163.0397630289
307,1768,141305.52962005703
308,1769,169536.10293581476
309,1770,153854.20776216552
310,1771,125484.50814248511
311,1772,135710.03082648385
312,1773,135328.36599847086
313,1774,135577.5580610822
314,1775,140270.5579701744
315,1776,128168.4140644568
316,1777,112076.41878360603
317,1778,136330.52744373187
318,1779,122753.95139747672
319,1780,170875.36183687777
320,1781,126589.26020381955
321,1782,97555.66165277961
322,1783,138028.9911051304
323,1784,105290.65029138094
324,1785,112746.1768019103
325,1786,150158.09656602552
326,1787,170062.6116356028
327,1788,61900.052436347476
328,1789,92959.79912126786
329,1790,86554.17340200511
330,1791,184600.24318990976
331,1792,152613.30622892035
332,1793,132094.8139780499
333,1794,150211.97368489334
334,1795,135396.450800554
335,1796,129498.4017591706
336,1797,110747.74207044434
337,1798,122646.20981758196
338,1799,113558.3791982915
339,1800,126141.93542234512
340,1801,126837.34240898868
341,1802,138741.21668743412
342,1803,148954.0541536137
343,1804,138735.9656839564
344,1805,136379.43189715024
345,1806,120467.42906572873
346,1807,135897.54033821612
347,1808,120515.59453566735
348,1809,124163.12065189563
349,1810,142408.53415606447
350,1811,96672.37288206012
351,1812,102448.62350945149
352,1813,122726.46446906788
353,1814,97935.03508850714
354,1815,59948.58465981077
355,1816,96765.0992276975
356,1817,114998.51996426811
357,1818,136746.03961295736
358,1819,125272.52483865901
359,1820,71161.67265016676
360,1821,119702.43949335319
361,1822,153362.54779607913
362,1823,53013.63966925665
363,1824,125533.22222795484
364,1825,139904.5578469946
365,1826,107052.1460253828
366,1827,103956.19457041932
367,1828,133799.66810071495
368,1829,117834.78423158295
369,1830,141469.9991636491
370,1831,151990.05334036838
371,1832,93385.71712478157
372,1833,143591.62022506865
373,1834,126131.3679975167
374,1835,132484.46783597398
375,1836,122579.2573836023
376,1837,91030.12355840758
377,1838,128059.52481112516
378,1839,103474.74840162823
379,1840,153176.21159754053
380,1841,136552.9954160225
381,1842,97640.71702083311
382,1843,133130.13686211838
383,1844,142647.87422454427
384,1845,142335.3664607738
385,1846,152579.6938482824
386,1847,161305.0300466584
387,1848,61175.56639609253
388,1849,113427.4915536091
389,1850,123967.08712511859
390,1851,146056.6228585589
391,1852,129444.59949061695
392,1853,129713.38352142376
393,1854,163031.36820751778
394,1855,152072.58155403513
395,1856,227468.21916940832
396,1857,155341.90529625944
397,1858,135707.0628728999
398,1859,120091.24313934604
399,1860,147371.15209536185
400,1861,119571.02512879038
401,1862,325703.6295912785
402,1863,311394.71940003196
403,1864,311405.49388184334
404,1865,331542.63344662945
405,1866,327179.5583725325
406,1867,231189.12030760688
407,1868,286714.67325050035
408,1869,202315.74823562545
409,1870,231428.9144818614
410,1871,258440.35930671223
411,1872,172852.88335087983
412,1873,231726.6187684096
413,1874,146458.67047364876
414,1875,196911.00704541136
415,1876,198811.3671598502
416,1877,205348.02828874288
417,1878,207342.34388564603
418,1879,130137.56624740596
419,1880,132419.98398017394
420,1881,241172.22532646518
421,1882,244516.04413891397
422,1883,189079.49939494114
423,1884,208034.47099435955
424,1885,239099.7164920738
425,1886,285143.58690129453
426,1887,210033.38124926336
